         11521085 function calls (10993404 primitive calls) in 5.859 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      259    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
     1873    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/binding/value.py:159(is_function)
     1238    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/compiler.py:383(__setattr__)
       38    0.000    0.000    0.015    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/typeinfer.py:1036(build_constraint)
     1002    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/datamodel/models.py:139(<genexpr>)
      556    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/typing/templates.py:281(get_impl_key)
     1781    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/interpreter.py:1737(current_scope)
      164    0.000    0.000    0.002    0.000 <frozen posixpath>:397(abspath)
      400    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/lowering.py:1438(getvar)
      374    0.000    0.000    0.048    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/importlib/metadata/__init__.py:634(entry_points)
       57    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/serialize.py:52(dumps)
      251    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(result_type)
     1079    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
       15    0.000    0.000    0.003    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/np/arrayobj.py:185(populate_array)
     2950    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
      187    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/base.py:800(get_dummy_value)
      628    0.000    0.000    0.008    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/binding/ffi.py:268(__exit__)
      906    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/byteflow.py:368(op_CACHE)
      623    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/targetconfig.py:72(top)
       92    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/typeinfer.py:1009(_get_return_vars)
      335    0.000    0.000    0.002    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/datamodel/models.py:650(set)
     2316    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/ir/values.py:1082(dereferenceable_or_null)
     1719    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/typeinfer.py:114(defined)
       57    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
     1524    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/misc/llvm_pass_timings.py:292(record)
       39    0.000    0.000    0.266    0.007 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/codegen.py:781(_finalize_final_module)
   125/10    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/ast.py:488(generic_visit)
       38    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/interpreter.py:1227(peep_hole_split_at_pop_block)
      338    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/binding/module.py:52(__init__)
      750    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/ir.py:712(__str__)
     1041    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/datamodel/models.py:532(get_value_type)
      403    0.000    0.000    0.002    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/datamodel/packer.py:170(_build_unflatten_code)
      310    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/itanium_mangler.py:74(repl)
      321    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/ir/instructions.py:226(__init__)
      742    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/itanium_mangler.py:84(_fix_lead_digit)
       18    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/matplotlib/lines.py:274(__init__)
   132/39    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/re/_parser.py:174(getwidth)
      183    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:642(_classify_pyc)
       37    0.000    0.000    0.009    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/np/npyimpl.py:160(_prepare_argument)
      260    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/target_extension.py:81(_get_local_target_checked)
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedRandom' objects}
     2316    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/ir/values.py:1073(dereferenceable)
       38    0.000    0.000    0.002    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/byteflow.py:1851(__init__)
       54    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/matplotlib/artist.py:180(__init__)
      214    0.000    0.000    0.005    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/cgutils.py:149(__getattr__)
      246    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/ir/instructions.py:422(descr)
       38    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/ssa.py:101(_iterated_domfronts)
      422    0.000    0.000    0.007    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/cgutils.py:142(_get_ptr_by_index)
     1087    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/types/misc.py:97(key)
     1418    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/runtime/context.py:40(_require_nrt)
       22    0.000    0.000    0.388    0.018 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/cpu.py:225(get_executable)
      115    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/typeinfer.py:1382(<listcomp>)
      387    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/collections/__init__.py:452(_replace)
      144    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/callconv.py:101(get_return_type)
  143/104    0.000    0.000    0.012    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/consts.py:56(_do_infer)
     2077    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/datamodel/models.py:89(traverse)
     1945    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/byteflow.py:1893(<genexpr>)
       40    0.000    0.000    0.002    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/cgutils.py:486(for_range)
     1709    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/errors.py:240(__enter__)
       27    0.000    0.000    0.012    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/callconv.py:520(unpack_exception)
       38    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/byteflow.py:191(_build_cfg)
       37    0.000    0.000    0.019    0.001 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/callwrapper.py:20(add_arg)
       38    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/typeinfer.py:960(__init__)
       38    0.000    0.000    0.003    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/removerefctpass.py:37(_legalize)
      139    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/ir/builder.py:629(select)
      312    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/ir/values.py:592(__init__)
       87    0.000    0.000    0.022    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/np/arrayobj.py:76(_make_refs)
      207    0.000    0.000    0.002    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/contextlib.py:490(enter_context)
      115    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/byteflow.py:1737(get_outgoing_states)
      115    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/byteflow.py:1891(__init__)
      844    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/utils.py:285(__len__)
      216    0.000    0.000    0.002    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/interpreter.py:2145(op_LOAD_FAST)
        6    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/np/ufunc/array_exprs.py:191(apply)
     1005    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/imputils.py:28(lower)
     2313    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/types/abstract.py:158(is_precise)
      989    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/inspect.py:292(isclass)
       40    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/binding/executionengine.py:171(_raw_object_cache_notify)
      259    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/datamodel/models.py:496(traverse)
       38    0.000    0.000    0.011    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/compiler.py:543(define_pipelines)
       40    0.000    0.000    0.005    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/funcdesc.py:38(__init__)
       66    0.000    0.000    0.004    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/llvm_bindings.py:36(create_pass_manager_builder)
     1425    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/types/functions.py:306(<dictcomp>)
      418    0.000    0.000    0.005    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/controlflow.py:218(_loops)
     1833    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/byteflow.py:1567(has_terminated)
       38    0.000    0.000    0.021    0.001 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/ssa.py:47(_run_ssa)
      101    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/cgutils.py:656(pack_array)
       57    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/cloudpickle/cloudpickle_fast.py:649(__init__)
      201    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/ir.py:1035(__str__)
      146    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/cgutils.py:56(create_struct_proxy)
      855    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/ir/types.py:360(__getitem__)
       39    0.000    0.000    0.135    0.003 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/codegen.py:667(_optimize_final_module)
     1354    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/types/misc.py:170(key)
       15    0.000    0.000    0.008    0.001 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/boxing.py:466(unbox_array)
       50    0.000    0.000    0.002    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/cgutils.py:736(get_item_pointer2)
      483    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/ir.py:1293(prepend)
        1    0.000    0.000    0.003    0.003 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/np/arrayobj.py:1(<module>)
      184    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/ir/builder.py:539(not_)
      107    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/typed_passes.py:932(<listcomp>)
    28/22    0.000    0.000    0.449    0.020 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/typing/templates.py:749(_build_impl)
       46    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/interpreter.py:2831(_op_JUMP_IF)
      117    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/binding/module.py:176(global_variables)
      326    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/ir/types.py:452(_to_string)
       65    0.000    0.000    0.011    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/callconv.py:454(return_user_exc)
     1728    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/ir/instructions.py:111(callee)
   555/59    0.000    0.000    0.166    0.003 <frozen importlib._bootstrap>:233(_call_with_frames_removed)
      693    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:140(_path_stat)
    57/44    0.000    0.000    0.451    0.010 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/types/functions.py:534(get_call_type)
      127    0.000    0.000    0.003    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/cgutils.py:173(__setitem__)
      246    0.000    0.000    0.034    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/typing/templates.py:1047(__init__)
    38/12    0.000    0.000    1.899    0.158 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/compiler.py:455(compile_extra)
      210    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1599(_get_spec)
      144    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/datamodel/packer.py:132(argument_types)
       38    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/byteflow.py:257(apply_changes)
      102    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/bytecode.py:83(get_jump_target)
      128    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/base.py:743(get_c_value)
      248    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/types/misc.py:113(__init__)
      257    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numpy/core/numeric.py:1878(isscalar)
      325    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/binding/module.py:215(__init__)
      234    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/types/functions.py:274(get_impl_key)
       38    0.000    0.000    0.002    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/byteflow.py:203(_prune_phis)
      870    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1030(__exit__)
      209    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/typeinfer.py:1106(copy_type)
      340    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/analysis.py:617(rewrite_tuple_len)
     1590    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/importlib/metadata/__init__.py:380(<genexpr>)
       38    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/byteflow.py:211(get_used_phis_per_state)
     1445    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/ir/values.py:1160(is_terminated)
   122/56    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/ir_utils.py:2187(resolve_mod)
       79    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/typing/templates.py:62(replace)
       38    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/controlflow.py:557(_find_post_dominators)
      489    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/typeinfer.py:1216(<genexpr>)
      375    0.000    0.000    0.059    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/importlib/metadata/__init__.py:1037(<genexpr>)
     1114    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/np/numpy_support.py:385(<genexpr>)
   175/32    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/ir_utils.py:457(visit_vars_inner)
      380    0.000    0.000    0.006    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/controlflow.py:271(loops)
      403    0.000    0.000    0.002    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/datamodel/packer.py:167(__init__)
      125    0.000    0.000    0.004    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/lowering.py:833(_cast_var)
      732    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
     1210    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/targetconfig.py:252(_guard_option)
     2468    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
       38    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/compiler.py:387(_make_subtarget)
       76    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/binding/module.py:89(get_global_variable)
       38    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/ir.py:1507(copy)
      342    0.000    0.000    0.065    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/postproc.py:42(usedefs)
      374    0.000    0.000    0.030    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/pathlib.py:1036(open)
       91    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/ir/module.py:122(<listcomp>)
      679    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/ir.py:581(<genexpr>)
      123    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/pythonapi.py:36(lookup)
      870    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1026(__enter__)
       55    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/byteflow.py:1022(op_CALL)
       93    0.000    0.000    0.005    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/lowering.py:847(fold_call_args)
    38/27    0.000    0.000    0.534    0.020 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/typeinfer.py:1067(propagate)
       43    0.000    0.000    0.002    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/matplotlib/text.py:185(_reset_visual_defaults)
      183    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
      403    0.000    0.000    0.009    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/callconv.py:161(_get_arg_packer)
       82    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/np/npyimpl.py:496(register_ufunc_kernel)
      239    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/extending.py:202(_overload_method_common)
      513    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/ir/values.py:1057(_expand)
      181    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/ir/module.py:215(_get_metadata_lines)
      208    0.000    0.000    0.002    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/binding/module.py:248(_dispose)
      105    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/types/functions.py:524(__init__)
      387    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/importlib/metadata/__init__.py:236(matches)
      393    0.000    0.000    0.004    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/pathlib.py:868(__new__)
      159    0.000    0.000    0.018    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/binding/module.py:167(link_in)
      219    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/typeinfer.py:1109(lock_type)
       38    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/ssa.py:160(_run_block_analysis)
      217    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:198(cb)
      615    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/re/_parser.py:233(__next)
      673    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/byteflow.py:1612(pop)
       20    0.000    0.000    0.014    0.001 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/imputils.py:192(imp)
      130    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/typeinfer.py:1742(typeof_intrinsic_call)
       58    0.000    0.000    0.019    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/base.py:893(call_internal_no_propagate)
      116    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/sigutils.py:22(normalize_signature)
      452    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/typing/templates.py:128(as_function)
       38    0.000    0.000    0.018    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/interpreter.py:1412(post_process)
      107    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/rewrites/static_binop.py:14(match)
       59    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/types/npytypes.py:444(__init__)
      112    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/interpreter.py:2652(_binop)
      339    0.000    0.000    0.002    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/ir/builder.py:588(icmp_unsigned)
      210    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:567(_get_cached)
      656    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/ir/instructions.py:712(<listcomp>)
      679    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/byteflow.py:1608(push)
       38    0.000    0.000    0.008    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/lowering.py:310(setup_function)
       87    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/np/arrayobj.py:62(make_array)
      130    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.py:194(set_children)
       82    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/byteflow.py:1288(op_BINARY_OP)
      292    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/targetconfig.py:114(setter)
      813    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/ssa.py:262(on_assign)
      114    0.000    0.000    0.020    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/postproc.py:158(_insert_var_dels)
      927    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/bytecode.py:275(label_marker)
       81    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/types/scalars.py:78(__init__)
       73    0.000    0.000    0.006    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/pythonapi.py:1402(serialize_object)
      112    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/ir.py:394(binop)
     1076    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/ir.py:900(get_targets)
      889    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/dis.py:183(_deoptop)
       19    0.000    0.000    0.018    0.001 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/lowering.py:596(lower_setitem)
       38    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/untyped_passes.py:160(run_pass)
      594    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/ir/types.py:137(gep)
      671    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/targetconfig.py:75(__len__)
      540    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/utils.py:740(get_hashable_key)
      374    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/importlib/metadata/__init__.py:404(_from_text)
       38    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/controlflow.py:443(_find_immediate_dominators)
      109    0.000    0.000    0.015    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/extending.py:435(_intrinsic)
       38    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/controlflow.py:419(_find_postorder)
      118    0.000    0.000    0.007    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/binding/module.py:207(clone)
       56    0.000    0.000    0.009    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/lowering.py:1541(alloca_lltype)
